namc_code,namc_term_diacritical,short_definition,long_definition,icd_code,query,pred_top1,pred_top3
SK-3.10,viriktasya nasyavyāpadaḥ,-,the disorder is characterized by indriyōpaghātaḥ [affliction of sense organs],,viriktasya nasyavyāpadaḥ viriktasya nasyavyāpadaḥ the disorder is characterized by indriyōpaghātaḥ [affliction of sense organs],SR64,"['SR64', 'SS3D', 'SK50']"
SK-3.11,anuvāsitasya nasyavyāpadaḥ,-,"the disorder is characterized by śirōgurutvam [heaviness of head], [], []",,"anuvāsitasya nasyavyāpadaḥ anuvāsitasya nasyavyāpadaḥ the disorder is characterized by śirōgurutvam [heaviness of head], [], []",SK50,"['SK50', 'SK00', 'SK52']"
SK-3.12,garbhiṇyā nasyavyāpadaḥ,-,"the disorder is characterized by garbhaṁ stambhayēt [growth of foetus is arrested], kāṇaḥ [blind by one eye], kuṇiḥ [with deformity of upper limbs/ hump backed], pakṣahataḥ [hemiplegic], pīṭhasarpī [with deformity of the lower limbs]",,"garbhiṇyā nasyavyāpadaḥ garbhiṇyā nasyavyāpadaḥ the disorder is characterized by garbhaṁ stambhayēt [growth of foetus is arrested], kāṇaḥ [blind by one eye], kuṇiḥ [with deformity of upper limbs hump backed], pakṣahataḥ [hemiplegic], pīṭhasarpī [with deformity of the lower limbs]",SK20,"['SK20', 'SK6R', 'SM53']"
SK-3.13,navapratiśyāyārtasya nasyavyāpadaḥ,-,the disorder is characterized by srōtāṁsi vyāpādayēt [morbidity to channels of circulation],,navapratiśyāyārtasya nasyavyāpadaḥ navapratiśyāyārtasya nasyavyāpadaḥ the disorder is characterized by srōtāṁsi vyāpādayēt [morbidity to channels of circulation],SR58,"['SR58', 'SR5A', 'SR51']"
SK-3.14,anr̥tau durdinē ca nasyavyāpadaḥ,-,"the disorder is characterized by śītadōṣāḥ [ailments due to cold], pūtinasyaḥ [putrified rhinitis], śirōrōgaḥ [diseases of the head]",,"anr̥tau durdinē ca nasyavyāpadaḥ anr̥tau durdinē ca nasyavyāpadaḥ the disorder is characterized by śītadōṣāḥ [ailments due to cold], pūtinasyaḥ [putrified rhinitis], śirōrōgaḥ [diseases of the head]",SK95,"['SK95', 'SK93', 'SP98']"
SK-4,snēhananasya-ayōgaḥ/hīnayōgaḥ,-,"the disorder is characterized by vātavaiguṇyam [derangement/impairment of vāta], indriyāṇāṁ rūkṣatā [dryness of sense organs], rōga-aśāntiḥ [no relief from the disease]",,"snēhananasya ayōgaḥ hīnayōgaḥ snēhananasya ayōgaḥ hīnayōgaḥ the disorder is characterized by vātavaiguṇyam [derangement impairment of vāta], indriyāṇāṁ rūkṣatā [dryness of sense organs], rōga aśāntiḥ [no relief from the disease]",SR10,"['SR10', 'SR64', 'SR5A']"
SK-5,snēhananasya-atiyōgaḥ,-,"the disorder is characterized by kaphaprasēkaḥ [mucoid expectoration], śirasō gurutā [heaviness of the head], indriyavibhramaḥ [abnormality in the functioning of sense organs]",,"snēhananasya atiyōgaḥ snēhananasya atiyōgaḥ the disorder is characterized by kaphaprasēkaḥ [mucoid expectoration], śirasō gurutā [heaviness of the head], indriyavibhramaḥ [abnormality in the functioning of sense organs]",SR64,"['SR64', 'SS3D', 'SR62']"
SK-6,śirōvirēcananasya-ayōgaḥ/hīnayōgaḥ,-,"the disorder is characterized by kaṇḍūḥ [itching], upadēhaḥ [greasiness /annointing], srōtasāṁ gurutā [heaviness in the channels], kaphasaṁsravaḥ [secretion of mucus]",,"śirōvirēcananasya ayōgaḥ hīnayōgaḥ śirōvirēcananasya ayōgaḥ hīnayōgaḥ the disorder is characterized by kaṇḍūḥ [itching], upadēhaḥ [greasiness annointing], srōtasāṁ gurutā [heaviness in the channels], kaphasaṁsravaḥ [secretion of mucus]",SR4L,"['SR4L', 'SR4M', 'SR5A']"
SK-7,śirōvirēcananasya-atiyōgaḥ,-,"the disorder is characterized by mastuluṅgāgamaḥ [protrusion of the brain matter], vātavr̥ddhiḥ [features of increased vāta], indriyavibhramaḥ [abnormality in the functioning of sense organs], śirasaḥ śūnyatā [feeling of emptiness in the head]",,"śirōvirēcananasya atiyōgaḥ śirōvirēcananasya atiyōgaḥ the disorder is characterized by mastuluṅgāgamaḥ [protrusion of the brain matter], vātavr̥ddhiḥ [features of increased vāta], indriyavibhramaḥ [abnormality in the functioning of sense organs], śirasaḥ śūnyatā [feeling of emptiness in the head]",SR10,"['SR10', 'SR64', 'SR62']"
SL,dhūmapāna-apacāraḥ,-,-,,dhūmapāna apacāraḥ dhūmapāna apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SL-1,akāladhūmapānaḥ,-,"the disorder is characterized by bhramaḥ/śirōbhramaḥ [giddiness or dizziness], mūrcchā [syncope/attacks of swooning], śirōrujā [headache], ghrāṇa-dāruṇōpaghātaḥ [disturbed function, injury of nose], śrōtra-dāruṇōpaghātaḥ [disturbed function, injury of ears], akṣi-dāruṇōpaghātaḥ [disturbed function, injury of eyes], jihvā-dāruṇōpaghātaḥ [disturbed function, injury of tongue], raktapittaḥ [bleeding disorder], bādhiryaḥ [deafness/ hearing impairment], āndhyam [blindness], tr̥ṭ [thirst], mūkatvam [dumbness/ aphasia], madaḥ [intoxication]",,"akāladhūmapānaḥ akāladhūmapānaḥ the disorder is characterized by bhramaḥ śirōbhramaḥ [giddiness or dizziness], mūrcchā [syncope attacks of swooning], śirōrujā [headache], ghrāṇa dāruṇōpaghātaḥ [disturbed function, injury of nose], śrōtra dāruṇōpaghātaḥ [disturbed function, injury of ears], akṣi dāruṇōpaghātaḥ [disturbed function, injury of eyes], jihvā dāruṇōpaghātaḥ [disturbed function, injury of tongue], raktapittaḥ [bleeding disorder], bādhiryaḥ [deafness hearing impairment], āndhyam [blindness], tr̥ṭ [thirst], mūkatvam [dumbness aphasia], madaḥ [intoxication]",ST20,"['ST20', 'SK81', 'SQ22']"
SL-2,dhūmapāna-ayōgaḥ,-,"the disorder is characterized by aviśuddhaḥ svaraḥ [not clear voice], sakaphaḥ kaṇṭhaḥ [throat filled with kapha/ mucus], stimitō mastakaḥ [feeling of head as if wrapped with wet cloth], rōgāpraśamanaḥ [disease not pacified]",,"dhūmapāna ayōgaḥ dhūmapāna ayōgaḥ the disorder is characterized by aviśuddhaḥ svaraḥ [not clear voice], sakaphaḥ kaṇṭhaḥ [throat filled with kapha mucus], stimitō mastakaḥ [feeling of head as if wrapped with wet cloth], rōgāpraśamanaḥ [disease not pacified]",SR1C,"['SR1C', 'SM3L', 'SP54']"
SL-3,dhūmapāna-atiyōgaḥ,-,"the disorder is characterized by tāluśōṣaḥ [dryness of palate], mūrdhaśōṣaḥ [feeling, dryness in head], kaṇṭhaśōṣaḥ/galaśōṣaḥ [dryness in the throat], tāluparitāpaḥ/tāluparidāhaḥ [hotness in palate], mūrdhaparitāpaḥ/śirōऽbhitāpaḥ [hotness in head], kaṇṭhaparitāpaḥ/galaparidāhaḥ [hotness in throat], tr̥ṣā/pipāsā [thirst], mōhaḥ [confusion/delirium], raktam adhikaṁ sravatē/raktapittaḥ [profuse bleeding], atyarthaṁ śirōbhramaḥ [severe giddiness or dizziness], mūrcchā [syncope/attacks of swooning], indriyōpatāpaḥ [impairment of the functions of sense organs], bhramaḥ [giddiness or dizziness], madaḥ [intoxication], karṇakṣvēḍaḥ [constant sound (flute like) in ear], dr̥ṣṭirōgaḥ [diseases of eyes], nāsārōgaḥ [diseases of nose], daurbalyam [weakness], jvaraḥ [fever], indriyōpaghātaḥ [affliction of sense organs], tālupākaḥ [inflammation of palate], dhūmāyanam [smoky/fuming sensation], chardiḥ [vomiting], mr̥tyuḥ [death]",,"dhūmapāna atiyōgaḥ dhūmapāna atiyōgaḥ the disorder is characterized by tāluśōṣaḥ [dryness of palate], mūrdhaśōṣaḥ [feeling, dryness in head], kaṇṭhaśōṣaḥ galaśōṣaḥ [dryness in the throat], tāluparitāpaḥ tāluparidāhaḥ [hotness in palate], mūrdhaparitāpaḥ śirōऽbhitāpaḥ [hotness in head], kaṇṭhaparitāpaḥ galaparidāhaḥ [hotness in throat], tr̥ṣā pipāsā [thirst], mōhaḥ [confusion delirium], raktam adhikaṁ sravatē raktapittaḥ [profuse bleeding], atyarthaṁ śirōbhramaḥ [severe giddiness or dizziness], mūrcchā [syncope attacks of swooning], indriyōpatāpaḥ [impairment of the functions of sense organs], bhramaḥ [giddiness or dizziness], madaḥ [intoxication], karṇakṣvēḍaḥ [constant sound (flute like) in ear], dr̥ṣṭirōgaḥ [diseases of eyes], nāsārōgaḥ [diseases of nose], daurbalyam [weakness], jvaraḥ [fever], indriyōpaghātaḥ [affliction of sense organs], tālupākaḥ [inflammation of palate], dhūmāyanam [smoky fuming sensation], chardiḥ [vomiting], mr̥tyuḥ [death]",ST0W,"['ST0W', 'SR64', 'SR62']"
SL-4,dhūmapānamithyāyōga,-,"the disorder is characterized by bādhiryam [deafness/ hearing impairment], āndhyam [blindness], mūkatvam [dumbness/ aphasia], raktapittam [bleeding disorder], śirōbhramam [giddiness], tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], madaḥ [intoxication], mōhaḥ [confusion/delirium]",,"dhūmapānamithyāyōga dhūmapānamithyāyōga the disorder is characterized by bādhiryam [deafness hearing impairment], āndhyam [blindness], mūkatvam [dumbness aphasia], raktapittam [bleeding disorder], śirōbhramam [giddiness], tr̥ṭ [thirst], mūrcchā [syncope attacks of swooning], madaḥ [intoxication], mōhaḥ [confusion delirium]",SK81,"['SK81', 'SL81', 'SQ22']"
SM,kavala-cikitsāpacāraḥ,-,-,,kavala cikitsāpacāraḥ kavala cikitsāpacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SM-1,kavala-hīnayōgaḥ,-,"the disorder is characterized by jāḍyam [dullness/ frigidity/inactiveness], kaphōtklēśaḥ [nausea with mucous], arasajñānam [ageusia]",,"kavala hīnayōgaḥ kavala hīnayōgaḥ the disorder is characterized by jāḍyam [dullness frigidity inactiveness], kaphōtklēśaḥ [nausea with mucous], arasajñānam [ageusia]",SM1P,"['SM1P', 'SM3H', 'SP54']"
SM-2,kavala-atiyōgaḥ,-,"the disorder is characterized by aruciḥ [tastelessness], pākaḥ [stomatitis], tr̥ṣṇā [thirst]",,"kavala atiyōgaḥ kavala atiyōgaḥ the disorder is characterized by aruciḥ [tastelessness], pākaḥ [stomatitis], tr̥ṣṇā [thirst]",SM10,"['SM10', 'SS2D', 'SP63']"
SN,āścyōtana-apacāraḥ,-,-,,āścyōtana apacāraḥ āścyōtana apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SN-1,āścyōtana-ayōgaḥ,-,the disorder is characterized by vikāravr̥ddhiḥ/na rōgaśāntiḥ [aggravation of disease],,āścyōtana ayōgaḥ āścyōtana ayōgaḥ the disorder is characterized by vikāravr̥ddhiḥ na rōgaśāntiḥ [aggravation of disease],SR12,"['SR12', 'SR1C', 'SR17']"
SN-2,āścyōtana-atiyōgaḥ,-,"the disorder is characterized by kaṣāyavartmatā [lids getting hard and causing sound], gharṣam [rubbing friction], kr̥cchrāt unmēṣaṇam [difficulty in opening the lids], saṅkōcaḥ [contraction of eyelids], sphuraṇam [pulsating sensation], unmīlanam [winking of eyelids], pravāta-asahatvam [unable to tolerate wind]",,"āścyōtana atiyōgaḥ āścyōtana atiyōgaḥ the disorder is characterized by kaṣāyavartmatā [lids getting hard and causing sound], gharṣam [rubbing friction], kr̥cchrāt unmēṣaṇam [difficulty in opening the lids], saṅkōcaḥ [contraction of eyelids], sphuraṇam [pulsating sensation], unmīlanam [winking of eyelids], pravāta asahatvam [unable to tolerate wind]",SK6M,"['SK6M', 'SK6U', 'SK6G']"
SN-3,atiśīta-āścyōtanaḥ,-,"the disorder is characterized by nistōdaḥ [pricking type of pain], staṁbhaḥ [fixedness of eye], vēdanā [pain], aśruḥ [lacrimation], gharṣaḥ [rubbing friction]",,"atiśīta āścyōtanaḥ atiśīta āścyōtanaḥ the disorder is characterized by nistōdaḥ [pricking type of pain], staṁbhaḥ [fixedness of eye], vēdanā [pain], aśruḥ [lacrimation], gharṣaḥ [rubbing friction]",SK6D,"['SK6D', 'SK6R', 'SK6A']"
SN-4,atyuṣṇatīkṣṇa-āścyōtanaḥ,-,"the disorder is characterized by ruk [pain], rāgaḥ [redness/congestion], dr̥knāśaḥ [loss of vision], dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], dr̥ṣṭidaurbalyam [debility of vision]",,"atyuṣṇatīkṣṇa āścyōtanaḥ atyuṣṇatīkṣṇa āścyōtanaḥ the disorder is characterized by ruk [pain], rāgaḥ [redness congestion], dr̥knāśaḥ [loss of vision], dāhaḥ [burning sensation], pākaḥ [inflammation suppuration], dr̥ṣṭidaurbalyam [debility of vision]",SS3D,"['SS3D', 'SP9A', 'SP94']"
SN-5,aparisruta-āścyōtanaḥ,-,"the disorder is characterized by aśruḥ [lacrimation], gharṣaḥ [rubbing friction], vēdanā [pain], saṁrambhaḥ [redness/ congesion/ inflammation]",,"aparisruta āścyōtanaḥ aparisruta āścyōtanaḥ the disorder is characterized by aśruḥ [lacrimation], gharṣaḥ [rubbing friction], vēdanā [pain], saṁrambhaḥ [redness congesion inflammation]",SK6D,"['SK6D', 'SP94', 'SP5A']"
SO,añajana-apacāraḥ,-,-,,añajana apacāraḥ añajana apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SO-1,añjana-mithyāyōgaḥ,-,"the disorder is characterized by saṁrambhaḥ [redness/ congesion/ inflammation], aśruḥ [lacrimation], vēdanā [pain], āvilatvam [turbidity/dirtiness], uṣā [burning sensation with sweating and restlessness], rāgaḥ [redness/congestion], dūṣikā [rheum], nistōdam [pricking type of pain], kr̥cchrōnmīlanam [difficulty in opening the eyelids], śvayathuḥ [swelling], śukraḥ [A morbid affection of the iris, change of colour, ulceration, and accompanied by imperfect vision], timiraḥ [errors of refraction/partial blindness]",,"añjana mithyāyōgaḥ añjana mithyāyōgaḥ the disorder is characterized by saṁrambhaḥ [redness congesion inflammation], aśruḥ [lacrimation], vēdanā [pain], āvilatvam [turbidity dirtiness], uṣā [burning sensation with sweating and restlessness], rāgaḥ [redness congestion], dūṣikā [rheum], nistōdam [pricking type of pain], kr̥cchrōnmīlanam [difficulty in opening the eyelids], śvayathuḥ [swelling], śukraḥ [a morbid affection of the iris, change of colour, ulceration, and accompanied by imperfect vision], timiraḥ [errors of refraction partial blindness]",SP5A,"['SP5A', 'SK6D', 'SK65']"
SO-2,añjanātiyōgaḥ,-,"the disorder is characterized by santāpaḥ [burning sensation], nistōdaḥ [pricking type of pain], śūlam [intermittent pain], stambhaḥ [loss of movement], gharṣaḥ [rubbing friction], aśru [lacrimation], dāruṇapratibōdhaḥ [difficulty in opening the lids], kaṣāyavartmatā [lids getting hard and causing sound], śirōruk [headache], dr̥ṣṭidaurbalyam [debility of vision]",,"añjanātiyōgaḥ añjanātiyōgaḥ the disorder is characterized by santāpaḥ [burning sensation], nistōdaḥ [pricking type of pain], śūlam [intermittent pain], stambhaḥ [loss of movement], gharṣaḥ [rubbing friction], aśru [lacrimation], dāruṇapratibōdhaḥ [difficulty in opening the lids], kaṣāyavartmatā [lids getting hard and causing sound], śirōruk [headache], dr̥ṣṭidaurbalyam [debility of vision]",SS3D,"['SS3D', 'SK6D', 'SP9A']"
SO-3,lēkhanāñjana-apacāraḥ,-,-,,lēkhanāñjana apacāraḥ lēkhanāñjana apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SO-3.1,lēkhanāñjana-ayōgaḥ,-,"the disorder is characterized by ugrataradōṣavat [aggressive form], []",,"lēkhanāñjana ayōgaḥ lēkhanāñjana ayōgaḥ the disorder is characterized by ugrataradōṣavat [aggressive form], []",SL81,"['SL81', 'SM8D', 'SK30']"
SO-3.2,lēkhanāñjana-atiyōgaḥ,-,"the disorder is characterized by jihmanētram [distortion of eyes or vision], dāruṇanētram [hardness in eyes], durvarṇanētram [discoloration of eyes], srastanētram [flabbiness], atīvarūkṣanētram [excessive dryness of eyes], atimātraṁ syandatē [excessive lacrimation]",,"lēkhanāñjana atiyōgaḥ lēkhanāñjana atiyōgaḥ the disorder is characterized by jihmanētram [distortion of eyes or vision], dāruṇanētram [hardness in eyes], durvarṇanētram [discoloration of eyes], srastanētram [flabbiness], atīvarūkṣanētram [excessive dryness of eyes], atimātraṁ syandatē [excessive lacrimation]",SK6D,"['SK6D', 'SR82', 'SR88']"
SO-4,prasādāñjana-apacāraḥ,-,-,,prasādāñjana apacāraḥ prasādāñjana apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SO-4.1,prasādāñjana-ayōgaḥ,-,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],,prasādāñjana ayōgaḥ prasādāñjana ayōgaḥ the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],SS56,"['SS56', 'SL81', 'SM8D']"
SO-4.2,prasādanāñjana-atiyōgaḥ,-,-,,prasādanāñjana atiyōgaḥ prasādanāñjana atiyōgaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SO-5,rōpaṇāñjana-apacāraḥ,-,-,,rōpaṇāñjana apacāraḥ rōpaṇāñjana apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SO-5.1,rōpaṇāñjana-ayōgaḥ,-,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],,rōpaṇāñjana ayōgaḥ rōpaṇāñjana ayōgaḥ the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],SS56,"['SS56', 'SL81', 'SM8D']"
SO-5.2,rōpaṇāñjana-atiyōgaḥ,-,-,,rōpaṇāñjana atiyōgaḥ rōpaṇāñjana atiyōgaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SP,tarpaṇa-apacāraḥ,-,-,,tarpaṇa apacāraḥ tarpaṇa apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SP-1,tarpaṇa-hīnayōgaḥ,-,"the disorder is characterized by rūkṣanētram [dry eyes], āvilanētram [turbid eyes], asrāḍhyanētram [excessive lacrimation], asahaṁ rūpadarśanē [photophobia/ intolerance to perceive vision], vyādhivr̥ddhiḥ [increase in disease characters]",,"tarpaṇa hīnayōgaḥ tarpaṇa hīnayōgaḥ the disorder is characterized by rūkṣanētram [dry eyes], āvilanētram [turbid eyes], asrāḍhyanētram [excessive lacrimation], asahaṁ rūpadarśanē [photophobia intolerance to perceive vision], vyādhivr̥ddhiḥ [increase in disease characters]",SK6D,"['SK6D', 'SR45', 'SR1G']"
SP-2,tarpaṇa-atiyōgaḥ,-,"the disorder is characterized by gurunētram [heaviness of eye], āvilanētram [confused eyes/ turbid eye], atisnigdhanētram [excessive unctuousness of eye], aśruḥ [lacrimation], kaṇḍūḥ [itching], upadēhaḥ [greasiness], dōṣasamutkliṣṭam [afflicted by dōṣa]",,"tarpaṇa atiyōgaḥ tarpaṇa atiyōgaḥ the disorder is characterized by gurunētram [heaviness of eye], āvilanētram [confused eyes turbid eye], atisnigdhanētram [excessive unctuousness of eye], aśruḥ [lacrimation], kaṇḍūḥ [itching], upadēhaḥ [greasiness], dōṣasamutkliṣṭam [afflicted by dōṣa]",SK6A,"['SK6A', 'SK6R', 'SK6D']"
SQ,puṭapāka-apacāraḥ,-,-,,puṭapāka apacāraḥ puṭapāka apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SQ-1,puṭapāka-hīnayōgaḥ,-,"the disorder is characterized by nētrapākaḥ [inflammation/suppuration of eyes], aśruḥ [lacrimation], harṣaṇam [type of pain where internal cooling is felt], dōṣōdgamaḥ [apperance of dōṣa]",,"puṭapāka hīnayōgaḥ puṭapāka hīnayōgaḥ the disorder is characterized by nētrapākaḥ [inflammation suppuration of eyes], aśruḥ [lacrimation], harṣaṇam [type of pain where internal cooling is felt], dōṣōdgamaḥ [apperance of dōṣa]",SK6D,"['SK6D', 'SP94', 'SN00']"
SQ-2,puṭapāka-atiyōgaḥ,-,"the disorder is characterized by rujā [Pain], śōphaḥ [oedema], piḍakā [papule/ eruptions], timirōdgamaḥ [appearance of timira/ partial blindness]",,"puṭapāka atiyōgaḥ puṭapāka atiyōgaḥ the disorder is characterized by rujā [pain], śōphaḥ [oedema], piḍakā [papule eruptions], timirōdgamaḥ [appearance of timira partial blindness]",SK64,"['SK64', 'SK63', 'SK65']"
SR,parihārakāla-vyāpadaḥ/aparihārasēvana,-,-,,parihārakāla vyāpadaḥ aparihārasēvana parihārakāla vyāpadaḥ aparihārasēvana,ST20,"['ST20', 'SM9A', 'SM8B']"
SR-1,parihārakālē uccabhāṣyam,-,"the disorder is characterized by śirastāpaḥ [burning sensation in the head], śaṅkhanistōdaḥ [pricking pain in temples], karṇanistōdaḥ [pricking pain in ears], śrōtrōparōdhaḥ [deafness], mukhaśōṣaḥ [dryness of mouth], tāluśōṣaḥ [dryness of palate], kaṇṭhaśōṣaḥ [dryness in the throat], timiraḥ [errors of refraction/partial blindness], pipāsā [thirst], jvaraḥ [fever], tamakaḥ [feeling as if entering into darkness], hanugrahaḥ [lock jaw/catching sensation over jaw], manyāstambhaḥ [torticollis/stiffness of neck], niṣṭhīvanam [spitting], uraḥśūlaḥ [pain in the chest and sides of the neck], pārśvaśūlaḥ [pain in sides of chest/flanks], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing]",,"parihārakālē uccabhāṣyam parihārakālē uccabhāṣyam the disorder is characterized by śirastāpaḥ [burning sensation in the head], śaṅkhanistōdaḥ [pricking pain in temples], karṇanistōdaḥ [pricking pain in ears], śrōtrōparōdhaḥ [deafness], mukhaśōṣaḥ [dryness of mouth], tāluśōṣaḥ [dryness of palate], kaṇṭhaśōṣaḥ [dryness in the throat], timiraḥ [errors of refraction partial blindness], pipāsā [thirst], jvaraḥ [fever], tamakaḥ [feeling as if entering into darkness], hanugrahaḥ [lock jaw catching sensation over jaw], manyāstambhaḥ [torticollis stiffness of neck], niṣṭhīvanam [spitting], uraḥśūlaḥ [pain in the chest and sides of the neck], pārśvaśūlaḥ [pain in sides of chest flanks], hikkā [hiccup], śvāsaḥ [breathlessness difficult breathing]",SP44,"['SP44', 'ST11', 'SK87']"
SR-2,parihārakālē rathakṣōbhaḥ,-,"the disorder is characterized by sandhiśaithilyaḥ [looseness of big joints], parvaśaithilyaḥ [looseness of small joints], hanuśūlaḥ [pain in jaws], nāsāśūlaḥ [nasal pain], karṇaśūlaḥ [earache], śiraḥśūlaḥ [headache], tōdaḥ [pricking pain], kukṣikṣōbhaḥ [irritation in the pelvic region], aṭōpaḥ [gurgling sound of the intestines/ barborygmus], āntrakūjanam [barborygmus/ gurgling sound of intestines], ādhmānam [abdominal distension], hr̥dayōparōdhaḥ [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia], indriyōparōdhaḥ [obstruction in the functioning of sense organs], sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in the groin], vr̥ṣaṇavēdanā [pain in the scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]",,"parihārakālē rathakṣōbhaḥ parihārakālē rathakṣōbhaḥ the disorder is characterized by sandhiśaithilyaḥ [looseness of big joints], parvaśaithilyaḥ [looseness of small joints], hanuśūlaḥ [pain in jaws], nāsāśūlaḥ [nasal pain], karṇaśūlaḥ [earache], śiraḥśūlaḥ [headache], tōdaḥ [pricking pain], kukṣikṣōbhaḥ [irritation in the pelvic region], aṭōpaḥ [gurgling sound of the intestines barborygmus], āntrakūjanam [barborygmus gurgling sound of intestines], ādhmānam [abdominal distension], hr̥dayōparōdhaḥ [feeling of obstruction in the precordial region impairment of cardiac activity bradycardia], indriyōparōdhaḥ [obstruction in the functioning of sense organs], sphikvēdanā [pain in the hips buttocks], pārśvavēdanā [pain in sides of chest flanks], vaṅkṣaṇavēdanā [pain in the groin], vr̥ṣaṇavēdanā [pain in the scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]",SR62,"['SR62', 'SK87', 'SR64']"
SR-3,parihārakālē aticaṅkramaṇam,-,"the disorder is characterized by pādaśūlaḥ [pain in legs/feet], jaṅghāśūlaḥ [pain in calf region], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], vaṅkṣaṇaśūlaḥ [pain in groins], śrōṇīśūlaḥ [pain in pelvic region], pr̥ṣṭhaśūlaḥ [pain in back], sakthisāda [feeling of weakness/fatigue of thighs], sakthinistōda [pricking pain in legs], piṇḍikōdvēṣṭanāṁ [calf claudication/cramp in the calf muscles], aṅgamardaḥ [generalised bodyache], aṁsābhitāpaḥ [burning sensation in shoulders/ scapula], sirāharṣaḥ [pulsatile veins], dhamanīharṣaḥ [pulsatile arteries], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough]",,"parihārakālē aticaṅkramaṇam parihārakālē aticaṅkramaṇam the disorder is characterized by pādaśūlaḥ [pain in legs feet], jaṅghāśūlaḥ [pain in calf region], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], vaṅkṣaṇaśūlaḥ [pain in groins], śrōṇīśūlaḥ [pain in pelvic region], pr̥ṣṭhaśūlaḥ [pain in back], sakthisāda [feeling of weakness fatigue of thighs], sakthinistōda [pricking pain in legs], piṇḍikōdvēṣṭanāṁ [calf claudication cramp in the calf muscles], aṅgamardaḥ [generalised bodyache], aṁsābhitāpaḥ [burning sensation in shoulders scapula], sirāharṣaḥ [pulsatile veins], dhamanīharṣaḥ [pulsatile arteries], śvāsaḥ [breathlessness difficult breathing], kāsaḥ [cough]",SP54,"['SP54', 'SK87', 'SK55']"
SR-4,parihārakālē ati-āsana,-,"the disorder is characterized by sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in groins], vr̥ṣaṇavēdanā [pain in scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]",,"parihārakālē ati āsana parihārakālē ati āsana the disorder is characterized by sphikvēdanā [pain in the hips buttocks], pārśvavēdanā [pain in sides of chest flanks], vaṅkṣaṇavēdanā [pain in groins], vr̥ṣaṇavēdanā [pain in scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]",SK55,"['SK55', 'SS3J', 'SR87']"
